site,plot_id,plot,genet_id,T1_spring,T2_fall,change,status,action,split_fuse,include
Outlet,OT3,OT_3,31,113.27,110.04,-3.23,shrank,same,none,OK
Outlet,OT3,OT_3,33,110.69,106.57,-4.12,shrank,same,none,OK
Outlet,OT3,OT_3,37,75.8,78.37,2.57,grew,same,none,OK
Outlet,OT3,OT_3,44,118.48,121.09,2.61,grew,same,none,OK
Outlet,OT3,OT_3,52,148.9,151.64,2.74,grew,same,none,OK
Outlet,OT3,OT_3,58,50.86,50.97,0.11,grew,same,none,OK
Outlet,OT3,OT_3,7,84.22,47.25,-36.97,shrank,shrink,none,OK
Outlet,OT3,OT_3,13,32.55,26.14,-6.41,shrank,shrink,none,OK
Outlet,OT3,OT_3,23,94.53,82.42,-12.11,shrank,shrink,none,OK
Outlet,OT3,OT_3,24,90.46,77.38,-13.08,shrank,shrink,none,OK
Outlet,OT3,OT_3,25,69.84,44.93,-24.91,shrank,shrink,none,OK
Outlet,OT3,OT_3,34,15.42,9.98,-5.44,shrank,shrink,none,OK
Outlet,OT3,OT_3,59,75.11,45.67,-29.44,shrank,shrink,none,OK
Outlet,OT3,OT_3,63,19.7,15.42,-4.28,shrank,shrink,none,OK
Outlet,OT3,OT_3,67,44.66,38.69,-5.97,shrank,shrink,none,OK
Outlet,OT3,OT_3,69,11.08,7.88,-3.2,shrank,shrink,none,OK
Inlet,IT1,IT_4,0,76.67,92.26,15.59,grew,grow,n/s,OK
Inlet,IT1,IT_4,1,18.93,34.09,15.16,grew,grow,n/s,OK
Inlet,IT1,IT_4,2,61.06,71.09,10.03,grew,grow,n/s,OK
Inlet,IT1,IT_4,3,80.67,97.11,16.44,grew,grow,n/s,OK
Inlet,IT1,IT_4,4,46.02,67.48,21.46,grew,grow,n/s,OK
Inlet,IT1,IT_4,5,4.32,8.7,4.38,grew,grow,n/s,OK
Inlet,IT1,IT_4,6,4.28,9.74,5.46,grew,grow,n/s,OK
Inlet,IT1,IT_4,7,149.52,176.62,27.1,grew,grow,n/s,OK
Inlet,IT2,IT_3,0,23.57,29.94,6.37,grew,grow,n/s,OK
Inlet,IT2,IT_3,1,55.53,75.5,19.97,grew,grow,none,OK
Inlet,IT2,IT_3,8,13.54,26.95,13.41,grew,grow,n/s,OK
Inlet,IT2,IT_3,9,18.42,25.65,7.23,grew,grow,n/s,OK
Inlet,IT2,IT_3,11,40.21,43.21,3,grew,grow,n/s,OK
Inlet,IT2,IT_3,12,158.41,203.73,45.32,grew,grow,none,OK
Inlet,IT2,IT_3,14,6.46,12.31,5.85,grew,grow,none,OK
Inlet,IT2,IT_3,15,4.06,5.04,0.98,grew,grow,n/s,OK
Inlet,IT2,IT_3,17,10.61,23.25,12.64,grew,grow,n/s,OK
Inlet,IT2,IT_3,19,36.43,51.94,15.51,grew,grow,none,OK
Inlet,IT2,IT_3,22,21.98,46.33,24.35,grew,grow,none,OK
Inlet,IT2,IT_3,23,7.16,19.54,12.38,grew,grow,none,OK
Inlet,IT2,IT_3,25,5.55,7.97,2.42,grew,grow,none,OK
Inlet,IT2,IT_3,28,29.87,42.71,12.84,grew,grow,none,OK
Inlet,IT2,IT_3,31,45.64,61.78,16.14,grew,grow,n/s,OK
Inlet,IT2,IT_3,37,42.46,63.51,21.05,grew,grow,none,OK
Inlet,IT2,IT_3,38,14.41,35.58,21.17,grew,grow,none,OK
Inlet,IT2,IT_3,40,31.48,36.85,5.37,grew,grow,n/s,OK
Inlet,IT2,IT_3,44,20.08,28.82,8.74,grew,grow,none,OK
Inlet,IT2,IT_3,46,4.15,6.41,2.26,grew,grow,none,OK
Inlet,IT2,IT_3,49,88.18,109.09,20.91,grew,grow,none,OK
Inlet,IT2,IT_3,50,5.73,11.68,5.95,grew,grow,n/s,OK
Inlet,IT2,IT_3,53,59.47,64.24,4.77,grew,grow,none,OK
Inlet,IT2,IT_3,54,35.51,45.4,9.89,grew,grow,none,OK
Inlet,IT2,IT_3,56,14.94,29.24,14.3,grew,grow,n/s,OK
Inlet,IT2,IT_3,57,21.18,28.23,7.05,grew,grow,n/s,OK
Inlet,IT2,IT_3,60,29.15,45.48,16.33,grew,grow,n/s,OK
Inlet,IT2,IT_3,61,109.57,125.44,15.87,grew,grow,none,OK
Inlet,IT2,IT_3,63,85.52,118.27,32.75,grew,grow,none,OK
Inlet,IT2,IT_3,70,41.78,65.54,23.76,grew,grow,none,OK
Inlet,IT2,IT_3,71,3.08,5.03,1.95,grew,grow,n/s,OK
Inlet,IT2,IT_3,72,7.46,20.32,12.86,grew,grow,none,OK
Inlet,IT2,IT_3,73,22.92,33.95,11.03,grew,grow,none,OK
Inlet,IT2,IT_3,74,16.41,26.04,9.63,grew,grow,none,OK
Inlet,IT2,IT_3,75,9.13,9.64,0.51,grew,grow,n/s,OK
Inlet,IT2,IT_3,76,10.69,24.43,13.74,grew,grow,none,OK
Inlet,IT2,IT_3,77,33.33,53.32,19.99,grew,grow,n/s,OK
Inlet,IT2,IT_3,79,27.36,54.69,27.33,grew,grow,none,OK
Inlet,IT2,IT_3,80,25.1,29.22,4.12,grew,grow,none,OK
Inlet,IT2,IT_3,85,241.74,301.36,59.62,grew,grow,none,OK
Inlet,IT2,IT_3,86,37.52,59.92,22.4,grew,grow,n/s,OK
Inlet,IT2,IT_3,88,147.13,154.81,7.68,grew,grow,none,OK
Inlet,IT2,IT_3,91,8.73,15.33,6.6,grew,grow,none,OK
Inlet,IT2,IT_3,93,19.68,23.73,4.05,grew,grow,n/s,OK
Inlet,IT2,IT_3,94,18.24,44.19,25.95,grew,grow,none,OK
Inlet,IT2,IT_3,102,34.77,68.51,33.74,grew,grow,none,OK
Inlet,IT2,IT_3,104,43.25,65.93,22.68,grew,grow,none,OK
Inlet,IT2,IT_3,105,8.07,16.76,8.69,grew,grow,n/s,OK
Inlet,IT2,IT_3,107,147.73,193.26,45.53,grew,grow,none,OK
Inlet,IT2,IT_3,111,16.67,28.6,11.93,grew,grow,n/s,OK
Inlet,IT2,IT_3,113,14.8,23.2,8.4,grew,grow,n/s,OK
Inlet,IT2,IT_3,115,60.42,78.84,18.42,grew,grow,none,OK
Inlet,IT2,IT_3,116,7.9,19.82,11.92,grew,grow,n/s,OK
Inlet,IT2,IT_3,117,18.42,39.16,20.74,grew,grow,n/s,OK
Inlet,IT2,IT_3,120,16.77,22.63,5.86,grew,grow,n/s,OK
Inlet,IT2,IT_3,121,8.55,10.36,1.81,grew,grow,n/s,OK
Inlet,IT2,IT_3,124,16.11,19.21,3.1,grew,grow,n/s,OK
Inlet,IT2,IT_3,127,101.19,118.52,17.33,grew,grow,n/s,OK
Inlet,IT2,IT_3,130,5.89,7.29,1.4,grew,grow,n/s,OK
Inlet,IT2,IT_3,134,4.92,6.14,1.22,grew,grow,n/s,OK
Inlet,IT2,IT_3,137,11.38,17.37,5.99,grew,grow,n/s,OK
Inlet,IT2,IT_3,139,65.93,71.14,5.21,grew,grow,n/s,OK
Inlet,IT2,IT_3,142,8.24,10.55,2.31,grew,grow,n/s,OK
Inlet,IT2,IT_3,143,10.38,18.33,7.95,grew,grow,n/s,OK
Inlet,IT2,IT_3,144,61.53,71.11,9.58,grew,grow,n/s,OK
Inlet,IT2,IT_3,145,4.17,24.13,19.96,grew,grow,none,OK
Inlet,IT2,IT_3,146,9.96,30.05,20.09,grew,grow,none,OK
Inlet,IT2,IT_3,147,2.93,10.1,7.17,grew,grow,n/s,OK
Inlet,IT2,IT_3,148,16.5,19.73,3.23,grew,grow,n/s,OK
Inlet,IT2,IT_3,149,2.41,7.91,5.5,grew,grow,n/s,OK
Inlet,IT2,IT_3,153,57.34,75.23,17.89,grew,grow,none,OK
Inlet,IT2,IT_3,154,26.74,28.85,2.11,grew,grow,n/s,OK
Inlet,IT2,IT_3,155,65.18,82.83,17.65,grew,grow,none,OK
Inlet,IT2,IT_3,157,51.23,65.27,14.04,grew,grow,none,OK
Inlet,IT2,IT_3,158,3.25,4.21,0.96,grew,grow,n/s,OK
Inlet,IT2,IT_3,159,5.78,12.28,6.5,grew,grow,n/s,OK
Inlet,IT2,IT_3,160,11.34,17.49,6.15,grew,grow,n/s,OK
Inlet,IT2,IT_3,161,5.17,8.69,3.52,grew,grow,n/s,OK
Inlet,IT2,IT_3,162,4.73,5.21,0.48,grew,grow,n/s,OK
Inlet,IT2,IT_3,163,0.84,4.44,3.6,grew,grow,n/s,OK
Inlet,IT2,IT_3,164,3.77,6.23,2.46,grew,grow,n/s,OK
Inlet,IT2,IT_3,166,1.96,8.25,6.29,grew,grow,n/s,OK
Inlet,IT2,IT_3,167,1.47,4.07,2.6,grew,grow,n/s,OK
Inlet,IT2,IT_3,168,27.81,33.52,5.71,grew,grow,n/s,OK
Inlet,IT2,IT_3,169,2.44,11.94,9.5,grew,grow,n/s,OK
Inlet,IT2,IT_3,170,2.1,3.1,1,grew,grow,n/s,OK
Inlet,IT2,IT_3,171,12.14,14.14,2,grew,grow,n/s,OK
Inlet,IT2,IT_3,172,2.86,5.24,2.38,grew,grow,n/s,OK
Inlet,IT2,IT_3,35,13.71,22.75,9.04,grew,n/s,fuse,fuse
Inlet,IT2,IT_3,35,2.35,22.75,20.4,grew,n/s,fuse,fuse
Inlet,IT2,IT_3,52,11.35,12.2,0.85,grew,n/s,fuse,fuse
Inlet,IT2,IT_3,52,4.96,12.2,7.24,grew,n/s,fuse,fuse
Inlet,IT2,IT_3,55,101.83,38.53,-63.3,shrank,n/s,fuse,fuse
Inlet,IT2,IT_3,55,101.83,6.05,-95.78,shrank,n/s,fuse,fuse
Inlet,IT2,IT_3,55,5.47,38.53,33.06,grew,n/s,fuse,fuse
Inlet,IT2,IT_3,55,5.47,6.05,0.58,grew,n/s,fuse,fuse
Inlet,IT2,IT_3,68,28.79,2.76,-26.03,shrank,n/s,fuse,fuse
Inlet,IT2,IT_3,68,3.41,2.76,-0.65,shrank,n/s,fuse,fuse
Inlet,IT2,IT_3,78,6.01,7.07,1.06,grew,n/s,split,OK
Inlet,IT2,IT_3,78,6.01,2.92,-3.09,shrank,n/s,split,OK
Inlet,IT2,IT_3,97,12.87,4.4,-8.47,shrank,n/s,split,OK
Inlet,IT2,IT_3,97,12.87,4.15,-8.72,shrank,n/s,split,OK
Inlet,IT2,IT_3,100,104.4,12.04,-92.36,shrank,n/s,split,OK
Inlet,IT2,IT_3,100,104.4,34.21,-70.19,shrank,n/s,split,OK
Inlet,IT2,IT_3,165,1.81,21.71,19.9,grew,n/s,split,OK
Inlet,IT2,IT_3,165,1.81,8.24,6.43,grew,n/s,split,OK
Inlet,IT2,IT_3,30,43.36,44.18,0.82,grew,same,none,OK
Inlet,IT2,IT_3,36,6.9,6.85,-0.05,shrank,same,n/s,OK
Inlet,IT2,IT_3,42,112.77,109.32,-3.45,shrank,same,none,OK
Inlet,IT2,IT_3,48,9.59,9.3,-0.29,shrank,same,n/s,OK
Inlet,IT2,IT_3,62,130.99,128.4,-2.59,shrank,same,none,OK
Inlet,IT2,IT_3,67,12.65,13.07,0.42,grew,same,n/s,OK
Inlet,IT2,IT_3,81,39.66,39.18,-0.48,shrank,same,none,OK
Inlet,IT2,IT_3,84,163.17,168.26,5.09,grew,same,none,OK
Inlet,IT2,IT_3,92,121.21,120.97,-0.24,shrank,same,none,OK
Inlet,IT2,IT_3,95,147.77,154.86,7.09,grew,same,none,OK
Inlet,IT2,IT_3,98,31.81,31.4,-0.41,shrank,same,n/s,OK
Inlet,IT2,IT_3,112,34.57,33.96,-0.61,shrank,same,n/s,OK
Inlet,IT2,IT_3,128,16.24,15.62,-0.62,shrank,same,n/s,OK
Inlet,IT2,IT_3,129,12.43,12.84,0.41,grew,same,n/s,OK
Inlet,IT2,IT_3,6,116.99,82.12,-34.87,shrank,shrink,none,OK
Inlet,IT2,IT_3,13,27.71,19.68,-8.03,shrank,shrink,n/s,OK
Inlet,IT2,IT_3,18,2.17,1.49,-0.68,shrank,shrink,n/s,OK
Inlet,IT2,IT_3,27,23.15,22.02,-1.13,shrank,shrink,none,OK
Inlet,IT2,IT_3,41,48.49,20.68,-27.81,shrank,shrink,n/s,OK
Inlet,IT2,IT_3,45,107.2,84.4,-22.8,shrank,shrink,none,OK
Inlet,IT2,IT_3,47,78.55,62.52,-16.03,shrank,shrink,none,OK
Inlet,IT2,IT_3,51,62.29,52.43,-9.86,shrank,shrink,none,OK
Inlet,IT2,IT_3,59,6.64,5.67,-0.97,shrank,shrink,n/s,OK
Inlet,IT2,IT_3,64,116.16,63.2,-52.96,shrank,shrink,none,OK
Inlet,IT2,IT_3,66,136.75,88.14,-48.61,shrank,shrink,n/s,OK
Inlet,IT2,IT_3,82,57.88,35.51,-22.37,shrank,shrink,none,OK
Inlet,IT2,IT_3,87,51.28,46.75,-4.53,shrank,shrink,none,OK
Inlet,IT2,IT_3,96,39.36,32.62,-6.74,shrank,shrink,none,OK
Inlet,IT2,IT_3,99,40.64,18.45,-22.19,shrank,shrink,n/s,OK
Inlet,IT2,IT_3,101,32.07,12.33,-19.74,shrank,shrink,n/s,OK
Inlet,IT2,IT_3,109,114.24,56.28,-57.96,shrank,shrink,n/s,OK
Inlet,IT2,IT_3,110,47.14,20.46,-26.68,shrank,shrink,n/s,OK
Inlet,IT2,IT_3,114,65.58,61.41,-4.17,shrank,shrink,n/s,OK
Inlet,IT2,IT_3,118,44.45,35.43,-9.02,shrank,shrink,n/s,OK
Inlet,IT2,IT_3,122,27.29,25.27,-2.02,shrank,shrink,n/s,OK
Inlet,IT2,IT_3,123,49.69,47.1,-2.59,shrank,shrink,n/s,OK
Inlet,IT2,IT_3,125,97.38,69.42,-27.96,shrank,shrink,none,OK
Inlet,IT2,IT_3,133,20.92,9.54,-11.38,shrank,shrink,n/s,OK
Inlet,IT2,IT_3,136,7.34,4.75,-2.59,shrank,shrink,n/s,OK
Inlet,IT2,IT_3,141,62.19,31.73,-30.46,shrank,shrink,n/s,OK
Inlet,IT2,IT_3,156,121.13,97.04,-24.09,shrank,shrink,none,OK
Inlet,IT3,IT_1,2,58.07,73.64,15.57,grew,grow,n/s,OK
Inlet,IT3,IT_1,6,38.78,52.62,13.84,grew,grow,n/s,OK
Inlet,IT3,IT_1,7,47.48,67.5,20.02,grew,grow,n/s,OK
Inlet,IT3,IT_1,8,41.91,59.49,17.58,grew,grow,n/s,OK
Inlet,IT3,IT_1,9,44.25,79.39,35.14,grew,grow,n/s,OK
Inlet,IT3,IT_1,10,20.64,42.21,21.57,grew,grow,n/s,OK
Inlet,IT3,IT_1,11,17.19,29.19,12,grew,grow,n/s,OK
Inlet,IT3,IT_1,28,57.97,88.16,30.19,grew,grow,n/s,OK
Inlet,IT3,IT_1,29,210.74,252.65,41.91,grew,grow,n/s,OK
Inlet,IT3,IT_1,33,11.79,15.9,4.11,grew,grow,n/s,OK
Inlet,IT3,IT_1,43,22.93,33.49,10.56,grew,grow,n/s,OK
Inlet,IT3,IT_1,44,18.07,24.41,6.34,grew,grow,n/s,OK
Inlet,IT3,IT_1,46,4.97,8.27,3.3,grew,grow,n/s,OK
Inlet,IT3,IT_1,50,69.92,85.75,15.83,grew,grow,n/s,OK
Inlet,IT3,IT_1,55,74.99,106.72,31.73,grew,grow,n/s,OK
Inlet,IT3,IT_1,56,24.45,85.73,61.28,grew,n/s,fuse,fuse
Inlet,IT3,IT_1,56,68.47,85.73,17.26,grew,n/s,fuse,fuse
Inlet,IT3,IT_1,48,66.69,65.97,-0.72,shrank,same,n/s,OK
Inlet,IT3,IT_1,34,9.26,8.31,-0.95,shrank,shrink,n/s,OK
Inlet,IT3,IT_1,45,88.89,81.78,-7.11,shrank,shrink,n/s,OK
Inlet,IT3,IT_1,47,23.64,21.42,-2.22,shrank,shrink,n/s,OK
Inlet,IT3,IT_1,49,75.8,69.76,-6.04,shrank,shrink,n/s,OK
Haikou,HK1,HK_1,0,44.58,67.03,22.45,grew,grow,none,OK
Haikou,HK1,HK_1,1,19.05,39.24,20.19,grew,grow,none,OK
Haikou,HK1,HK_1,3,16.95,32.09,15.14,grew,grow,none,OK
Haikou,HK1,HK_1,4,16.02,25.95,9.93,grew,grow,none,OK
Haikou,HK1,HK_1,5,28.07,42.24,14.17,grew,grow,none,OK
Haikou,HK1,HK_1,6,15.98,34.97,18.99,grew,grow,none,OK
Haikou,HK1,HK_1,7,17.18,37.67,20.49,grew,grow,none,OK
Haikou,HK1,HK_1,8,46.12,54.02,7.9,grew,grow,n/s,OK
Haikou,HK1,HK_1,10,6.26,16.38,10.12,grew,grow,none,OK
Haikou,HK1,HK_1,11,14.05,30.06,16.01,grew,grow,none,OK
Haikou,HK1,HK_1,12,4.44,15.1,10.66,grew,grow,n/s,OK
Haikou,HK1,HK_1,13,26.49,37.86,11.37,grew,grow,none,OK
Haikou,HK1,HK_1,14,19.63,38.87,19.24,grew,grow,none,OK
Haikou,HK1,HK_1,15,5.78,13.63,7.85,grew,grow,n/s,OK
Haikou,HK1,HK_1,16,18.18,28.04,9.86,grew,grow,none,OK
Haikou,HK1,HK_1,17,3.65,8.55,4.9,grew,grow,n/s,OK
Haikou,HK2,HK_2,0,20.51,45.69,25.18,grew,grow,none,OK
Haikou,HK2,HK_2,2,33.25,73.72,40.47,grew,grow,none,OK
Haikou,HK2,HK_2,3,11.6,26.41,14.81,grew,grow,none,OK
Haikou,HK2,HK_2,5,29.34,54.88,25.54,grew,grow,none,OK
Haikou,HK2,HK_2,6,18.49,48.81,30.32,grew,grow,none,OK
Haikou,HK2,HK_2,11,18.33,19.99,1.66,grew,grow,none,OK
Haikou,HK2,HK_2,13,22.73,49.01,26.28,grew,grow,none,OK
Haikou,HK2,HK_2,15,26.35,42.61,16.26,grew,grow,none,OK
Haikou,HK2,HK_2,17,27.79,51.19,23.4,grew,grow,none,OK
Haikou,HK2,HK_2,19,25.17,39.49,14.32,grew,grow,none,OK
Haikou,HK2,HK_2,20,12.27,32.21,19.94,grew,grow,none,OK
Haikou,HK2,HK_2,22,9.57,32.79,23.22,grew,grow,none,OK
Haikou,HK2,HK_2,23,20,42.24,22.24,grew,grow,none,OK
Haikou,HK2,HK_2,24,8.39,27.85,19.46,grew,grow,none,OK
Haikou,HK2,HK_2,27,15.16,35.99,20.83,grew,grow,none,OK
Haikou,HK2,HK_2,29,20.79,22.04,1.25,grew,grow,none,OK
Haikou,HK2,HK_2,39,19.18,42.74,23.56,grew,grow,none,OK
Haikou,HK2,HK_2,45,12.38,23.93,11.55,grew,grow,none,OK
Haikou,HK2,HK_2,49,17.17,30.78,13.61,grew,grow,none,OK
Haikou,HK2,HK_2,50,18.7,21.42,2.72,grew,grow,none,OK
Haikou,HK2,HK_2,52,21.83,51.4,29.57,grew,grow,none,OK
Haikou,HK2,HK_2,53,11.37,31.98,20.61,grew,grow,none,OK
Haikou,HK2,HK_2,54,17.04,35.52,18.48,grew,grow,none,OK
Haikou,HK2,HK_2,56,30.75,48.24,17.49,grew,grow,none,OK
Haikou,HK2,HK_2,57,33.17,50.16,16.99,grew,grow,none,OK
Haikou,HK2,HK_2,58,28.62,45.06,16.44,grew,grow,none,OK
Haikou,HK2,HK_2,59,28.36,32.49,4.13,grew,grow,none,OK
Haikou,HK2,HK_2,60,41.05,48.99,7.94,grew,grow,none,OK
Haikou,HK2,HK_2,62,4.92,12.5,7.58,grew,grow,n/s,OK
Haikou,HK2,HK_2,64,55.49,68.36,12.87,grew,grow,none,OK
Haikou,HK2,HK_2,67,38.85,66.07,27.22,grew,grow,none,OK
Haikou,HK2,HK_2,68,2.75,11.26,8.51,grew,grow,none,OK
Haikou,HK2,HK_2,70,25.47,37.63,12.16,grew,grow,none,OK
Haikou,HK2,HK_2,71,38.15,45.98,7.83,grew,grow,none,OK
Haikou,HK2,HK_2,74,43.28,59.05,15.77,grew,grow,none,OK
Haikou,HK2,HK_2,75,21.32,41.58,20.26,grew,grow,none,OK
Haikou,HK2,HK_2,76,17.62,27.15,9.53,grew,grow,none,OK
Haikou,HK2,HK_2,77,14.67,34.92,20.25,grew,grow,none,OK
Haikou,HK2,HK_2,78,14.93,32.74,17.81,grew,grow,none,OK
Haikou,HK2,HK_2,80,39.12,54.64,15.52,grew,grow,none,OK
Haikou,HK2,HK_2,82,6.89,23.84,16.95,grew,grow,none,OK
Haikou,HK2,HK_2,86,11.65,20.76,9.11,grew,grow,none,OK
Haikou,HK2,HK_2,88,43.35,67.06,23.71,grew,grow,none,OK
Haikou,HK2,HK_2,90,17.02,27.45,10.43,grew,grow,none,OK
Haikou,HK2,HK_2,94,22.57,49.87,27.3,grew,grow,none,OK
Haikou,HK2,HK_2,99,16.07,31.64,15.57,grew,grow,none,OK
Haikou,HK2,HK_2,100,21.96,46.7,24.74,grew,grow,none,OK
Haikou,HK2,HK_2,102,37.61,68.97,31.36,grew,grow,none,OK
Haikou,HK2,HK_2,103,20.52,52.93,32.41,grew,grow,none,OK
Haikou,HK2,HK_2,104,21.76,48.74,26.98,grew,grow,none,OK
Haikou,HK2,HK_2,105,12.52,20.49,7.97,grew,grow,none,OK
Haikou,HK2,HK_2,106,41.55,65.32,23.77,grew,grow,none,OK
Haikou,HK2,HK_2,108,17.93,26.88,8.95,grew,grow,none,OK
Haikou,HK2,HK_2,109,38.53,60.98,22.45,grew,grow,none,OK
Haikou,HK2,HK_2,10,22.4,22.4,0,shrank,same,none,OK
Haikou,HK2,HK_2,26,25.24,25.82,0.58,grew,same,none,OK
Haikou,HK2,HK_2,61,14.5,14.5,0,shrank,same,none,OK
Haikou,HK2,HK_2,84,41.61,41.61,0,shrank,same,none,OK
Haikou,HK2,HK_2,92,13.74,13.74,0,shrank,same,none,OK
Haikou,HK2,HK_2,95,19.25,19.25,0,shrank,same,none,OK
Haikou,HK2,HK_2,96,19.24,19.24,0,shrank,same,none,OK
Haikou,HK2,HK_2,97,16.67,16.67,0,shrank,same,none,OK
Haikou,HK2,HK_2,98,5.66,5.66,0,shrank,same,none,OK
Haikou,HK2,HK_2,101,15.35,15.35,0,shrank,same,none,OK
Haikou,HK2,HK_2,107,37.19,36.43,-0.76,shrank,same,none,OK
Haikou,HK2,HK_2,25,51.18,45.17,-6.01,shrank,shrink,none,OK
Haikou,HK2,HK_2,30,49.14,37.67,-11.47,shrank,shrink,none,OK
Haikou,HK2,HK_2,35,21.88,14.68,-7.2,shrank,shrink,none,OK
Haikou,HK2,HK_2,51,47.44,8.83,-38.61,shrank,shrink,none,OK
Haikou,HK2,HK_2,55,17.31,15.93,-1.38,shrank,shrink,none,OK
Haikou,HK2,HK_2,63,32.46,23.97,-8.49,shrank,shrink,none,OK
Haikou,HK2,HK_2,72,14.76,9.96,-4.8,shrank,shrink,none,OK
Haikou,HK2,HK_2,83,31.98,26.4,-5.58,shrank,shrink,none,OK
Haikou,HK2,HK_2,85,21.67,18.14,-3.53,shrank,shrink,none,OK
Haikou,HK3,HK_3,4,36.49,47.88,11.39,grew,grow,none,OK
Haikou,HK3,HK_3,6,13.62,29.53,15.91,grew,grow,none,OK
Haikou,HK3,HK_3,10,6.55,26.97,20.42,grew,grow,none,OK
Haikou,HK3,HK_3,12,16.97,40.3,23.33,grew,grow,none,OK
Haikou,HK3,HK_3,19,5.36,17.16,11.8,grew,grow,none,OK
Haikou,HK3,HK_3,24,20.4,38.62,18.22,grew,grow,none,OK
Haikou,HK3,HK_3,25,4.95,17.11,12.16,grew,grow,none,OK
Haikou,HK3,HK_3,26,49.21,64.39,15.18,grew,grow,none,OK
Haikou,HK3,HK_3,27,11.47,21.76,10.29,grew,grow,n/s,OK
Haikou,HK3,HK_3,29,33.32,51.65,18.33,grew,grow,n/s,OK
Haikou,HK3,HK_3,30,42.32,68.96,26.64,grew,grow,n/s,OK
Haikou,HK3,HK_3,33,3.83,14.59,10.76,grew,grow,none,OK
Haikou,HK3,HK_3,34,12.25,28.24,15.99,grew,grow,n/s,OK
Haikou,HK3,HK_3,36,10.11,13.37,3.26,grew,grow,n/s,OK
Haikou,HK3,HK_3,35,10.15,5.37,-4.78,shrank,n/s,split,OK
Haikou,HK3,HK_3,35,10.15,5.52,-4.63,shrank,n/s,split,OK
Haikou,HK3,HK_3,31,62.49,65.47,2.98,grew,same,n/s,OK
Haikou,HK3,HK_3,13,8.71,7.77,-0.94,shrank,shrink,n/s,OK
